"","ID","gpa","cm1relf","cm1marf","cm1cohf","m1f8","m1f9","mx1j2","cm1hhinc","cm1hhimp","cm1inpov","cm1povca","m1e3a","cm2mint","cm2fdiff","cm2samp","cm1citsm","cm1bsex","m1a10","cm1fint","m1b0","cm1numb","innatsm","incitysm","m1a4","cf1fint","challengeID","cm1relf.1","cm1marf.1","cm1cohf.1","m1e3a.1","cm1numb.1","m1b0.1","m1f8.1","m1f9.1","mx1j2.1","cf1fint.1","cm2mint.1","cm2fdiff.1","cm2samp.1","cm1hhinc.1","cm1hhimp.1","cm1inpov.1","cm1povca.1","challengeID.1","cm1citsm.1","innatsm.1","m1a10.1","cm1fint.1","cm1bsex.1","m1a4.1","incitysm.1","cm1relf.2","cm1marf.2","cm1bsex.2","cm1numb.2","m1b0.2","cm1hhinc.2","cm1hhimp.2","cm1inpov.2","cm1povca.2","m1f8.2","m1f9.2","mx1j2.2","cf1fint.2","cm2mint.2","cm2fdiff.2","cm2samp.2","cm1cohf.2","m1e3a.2","challengeID.2","cm1citsm.2","m1a4.2","incitysm.2","m1a10.2","cm1fint.2","innatsm.2","incitysm.3","m1a4.3","m1a10.3","cm1bsex.3","cm1numb.3","m1b0.3","challengeID.3","cm1relf.3","cm1marf.3","cm1cohf.3","innatsm.3","m1e3a.3","cm1citsm.3","cm1fint.3","m1f8.3","m1f9.3"
"3045",1808,3.75,2,0,1,-2,-2,-5,53590.3835609577,2,5.52196475607419,5,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3045,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,53590.3835609577,2,5.52196475607419,5,3045,1,1,2,1,2,2,1,2,0,2,1,2,53590.3835609577,2,5.52196475607419,5,-2,-2,-5,1,1,0,-7,1,2,3045,1,2,1,2,1,1,1,2,2,2,1,2,3045,2,0,1,1,2,1,1,-2,-2
"3047",1810,3.5,2,0,1,2,-2,-5,21441.2901534452,3,0,2,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3047,2,0,1,1,1,2,2,-2,-5,1,1,0,-7,21441.2901534452,3,0,2,3047,1,1,2,1,1,2,1,2,0,1,1,2,21441.2901534452,3,0,2,2,-2,-5,1,1,0,-7,1,1,3047,1,2,1,2,1,1,1,2,2,1,1,2,3047,2,0,1,1,1,1,1,2,-2
"3048",1812,3.25,1,1,0,1,1,-5,18258.4579666615,4,2.46243597581516,4,1,1,0,-7,1,1,1,1,2,1,1,1,1,1,3048,1,1,0,1,1,2,1,1,-5,1,1,0,-7,18258.4579666615,4,2.46243597581516,4,3048,1,1,1,1,1,1,1,1,1,1,1,2,18258.4579666615,4,2.46243597581516,4,1,1,-5,1,1,0,-7,0,1,3048,1,1,1,1,1,1,1,1,1,1,1,2,3048,1,1,0,1,1,1,1,1,1
"3049",1814,2.5,2,0,1,2,-2,-5,31870.659256627,4,1.77657503835593,3,2,1,0,-7,1,1,2,0,2,1,1,1,2,0,3049,2,0,1,2,1,2,2,-2,-5,0,1,0,-7,31870.659256627,4,1.77657503835593,3,3049,1,1,2,0,1,2,1,2,0,1,1,2,31870.659256627,4,1.77657503835593,3,2,-2,-5,0,1,0,-7,1,2,3049,1,2,1,2,0,1,1,2,2,1,1,2,3049,2,0,1,1,2,1,0,2,-2
"3050",1815,3,6,0,0,1,1,-5,0,4,0.721711194968742,2,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,3050,6,0,0,1,1,2,1,1,-5,0,1,0,-7,0,4,0.721711194968742,2,3050,1,1,2,0,1,2,1,6,0,1,1,2,0,4,0.721711194968742,2,1,1,-5,0,1,0,-7,0,1,3050,1,2,1,2,0,1,1,2,2,1,1,2,3050,6,0,0,1,1,1,0,1,1
"3052",1817,2.75,2,0,1,2,1,-5,65623.4163292474,4,2.97610164965875,4,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,3052,2,0,1,1,1,2,2,1,-5,0,1,0,-7,65623.4163292474,4,2.97610164965875,4,3052,1,0,2,0,1,2,1,2,0,1,1,2,65623.4163292474,4,2.97610164965875,4,2,1,-5,0,1,0,-7,1,1,3052,1,2,1,2,0,0,1,2,2,1,1,2,3052,2,0,1,0,1,1,0,2,1
"3054",1821,2.5,3,0,0,-2,-2,-5,60578.9450830956,4,3.0970177175813,5,1,1,0,-7,1,1,2,1,2,1,0,1,2,1,3054,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,60578.9450830956,4,3.0970177175813,5,3054,1,0,2,1,1,2,1,3,0,1,1,2,60578.9450830956,4,3.0970177175813,5,-2,-2,-5,1,1,0,-7,0,1,3054,1,2,1,2,1,0,1,2,2,1,1,2,3054,3,0,0,0,1,1,1,-2,-2
"3056",1824,4,2,0,1,1,1,-5,15311.1201617255,4,0.755602176588833,3,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,3056,2,0,1,2,1,2,1,1,-5,1,1,0,-7,15311.1201617255,4,0.755602176588833,3,3056,1,0,2,1,2,2,1,2,0,2,1,2,15311.1201617255,4,0.755602176588833,3,1,1,-5,1,1,0,-7,1,2,3056,1,2,1,2,1,0,1,2,2,2,1,2,3056,2,0,1,0,2,1,1,1,1
"3057",1825,2.25,2,0,1,-2,1,-5,0,3,0.575948505267595,1,1,0,0,2,1,1,2,1,2,1,1,1,2,1,3057,2,0,1,1,1,2,-2,1,-5,1,0,0,2,0,3,0.575948505267595,1,3057,1,1,2,1,1,2,1,2,0,1,1,2,0,3,0.575948505267595,1,-2,1,-5,1,0,0,2,1,1,3057,1,2,1,2,1,1,1,2,2,1,1,2,3057,2,0,1,1,1,1,1,-2,1
"3060",1831,3.25,3,0,0,-2,-2,-5,26302.1437017468,6,2.06243698760878,4,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3060,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,26302.1437017468,6,2.06243698760878,4,3060,1,1,2,1,2,2,1,3,0,2,1,2,26302.1437017468,6,2.06243698760878,4,-2,-2,-5,1,1,0,-7,0,1,3060,1,2,1,2,1,1,1,2,2,2,1,2,3060,3,0,0,1,1,1,1,-2,-2
"3061",1833,3.25,1,1,0,-2,-2,-5,57303.3934850703,4,2.92389125908696,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,3061,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,57303.3934850703,4,2.92389125908696,5,3061,1,1,1,1,2,1,1,1,1,2,1,2,57303.3934850703,4,2.92389125908696,5,-2,-2,-5,1,1,0,-7,0,2,3061,1,1,1,1,1,1,1,1,1,2,1,2,3061,1,1,0,1,2,1,1,-2,-2
"3064",1838,3,2,0,1,-2,1,-5,9060.44969258729,4,0,1,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,3064,2,0,1,1,1,2,-2,1,-5,0,1,0,-7,9060.44969258729,4,0,1,3064,1,0,2,0,1,2,1,2,0,1,1,2,9060.44969258729,4,0,1,-2,1,-5,0,1,0,-7,1,1,3064,1,2,1,2,0,0,1,2,2,1,1,2,3064,2,0,1,0,1,1,0,-2,1
"3067",1846,2.25,2,0,1,-2,-2,-5,0,4,1.24906306616373,2,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3067,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,0,4,1.24906306616373,2,3067,1,1,2,1,1,2,1,2,0,1,1,2,0,4,1.24906306616373,2,-2,-2,-5,1,1,0,-7,1,2,3067,1,2,1,2,1,1,1,2,2,1,1,2,3067,2,0,1,1,2,1,1,-2,-2
"3069",1852,3.25,3,0,0,-2,-2,-5,17849.3848671398,6,0.573519052074948,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3069,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,17849.3848671398,6,0.573519052074948,3,3069,1,1,2,1,1,2,1,3,0,1,1,2,17849.3848671398,6,0.573519052074948,3,-2,-2,-5,1,1,0,-7,0,1,3069,1,2,1,2,1,1,1,2,2,1,1,2,3069,3,0,0,1,1,1,1,-2,-2
"3072",1863,3,2,0,1,-2,-2,-5,50138.919487455,3,4.17587720812653,5,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3072,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,50138.919487455,3,4.17587720812653,5,3072,1,1,2,1,1,2,1,2,0,1,1,2,50138.919487455,3,4.17587720812653,5,-2,-2,-5,1,1,0,-7,1,1,3072,1,2,1,2,1,1,1,2,2,1,1,2,3072,2,0,1,1,1,1,1,-2,-2
"3076",1873,2.25,3,0,0,-2,1,-5,44155.1109863739,6,1.48907683386376,3,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,3076,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,44155.1109863739,6,1.48907683386376,3,3076,1,0,2,1,2,2,1,3,0,2,1,2,44155.1109863739,6,1.48907683386376,3,-2,1,-5,1,1,0,-7,0,1,3076,1,2,1,2,1,0,1,2,2,2,1,2,3076,3,0,0,0,1,1,1,-2,1
"3077",1874,2.25,2,0,1,2,2,-5,59116.8666761423,3,2.36791694454676,4,1,0,0,6,1,1,2,0,2,1,1,1,2,0,3077,2,0,1,1,1,2,2,2,-5,0,0,0,6,59116.8666761423,3,2.36791694454676,4,3077,1,1,2,0,1,2,1,2,0,1,1,2,59116.8666761423,3,2.36791694454676,4,2,2,-5,0,0,0,6,1,1,3077,1,2,1,2,0,1,1,2,2,1,1,2,3077,2,0,1,1,1,1,0,2,2
"3078",1875,3,1,1,0,-2,1,-5,10774.7720415818,4,2.64209683855352,4,2,1,0,-7,0,2,1,1,2,1,0,0,1,1,3078,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,10774.7720415818,4,2.64209683855352,4,3078,0,0,1,1,2,1,0,1,1,2,1,2,10774.7720415818,4,2.64209683855352,4,-2,1,-5,1,1,0,-7,0,2,3078,0,1,0,1,1,0,0,1,1,2,1,2,3078,1,1,0,0,2,0,1,-2,1
"3080",1878,2.75,1,1,0,2,1,-5,750.693377497097,4,0,2,2,1,0,-7,1,2,1,1,2,1,0,1,1,1,3080,1,1,0,2,1,2,2,1,-5,1,1,0,-7,750.693377497097,4,0,2,3080,1,0,1,1,2,1,1,1,1,2,1,2,750.693377497097,4,0,2,2,1,-5,1,1,0,-7,0,2,3080,1,1,1,1,1,0,1,1,1,2,1,2,3080,1,1,0,0,2,1,1,2,1
"3083",1881,2.75,3,0,0,1,2,-5,4390.70444376117,4,0.119322173732314,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3083,3,0,0,2,1,2,1,2,-5,1,1,0,-7,4390.70444376117,4,0.119322173732314,1,3083,1,1,2,1,2,2,1,3,0,2,1,2,4390.70444376117,4,0.119322173732314,1,1,2,-5,1,1,0,-7,0,2,3083,1,2,1,2,1,1,1,2,2,2,1,2,3083,3,0,0,1,2,1,1,1,2
"3084",1883,2.75,2,0,1,-2,-2,-5,8032.83034914863,4,0,2,1,0,0,7,1,1,2,1,2,1,1,1,2,1,3084,2,0,1,1,1,2,-2,-2,-5,1,0,0,7,8032.83034914863,4,0,2,3084,1,1,2,1,1,2,1,2,0,1,1,2,8032.83034914863,4,0,2,-2,-2,-5,1,0,0,7,1,1,3084,1,2,1,2,1,1,1,2,2,1,1,2,3084,2,0,1,1,1,1,1,-2,-2
"3086",1886,1.75,5,0,0,2,1,-5,123605.900663609,4,8.89477435406065,5,2,1,0,-7,1,1,2,0,2,1,1,1,2,0,3086,5,0,0,2,1,2,2,1,-5,0,1,0,-7,123605.900663609,4,8.89477435406065,5,3086,1,1,2,0,1,2,1,5,0,1,1,2,123605.900663609,4,8.89477435406065,5,2,1,-5,0,1,0,-7,0,2,3086,1,2,1,2,0,1,1,2,2,1,1,2,3086,5,0,0,1,2,1,0,2,1
"3088",1888,2.75,2,0,1,1,-2,-5,59303.2672973229,3,1.16459904543639,3,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3088,2,0,1,1,1,2,1,-2,-5,1,1,0,-7,59303.2672973229,3,1.16459904543639,3,3088,1,1,2,1,2,2,1,2,0,2,1,2,59303.2672973229,3,1.16459904543639,3,1,-2,-5,1,1,0,-7,1,1,3088,1,2,1,2,1,1,1,2,2,2,1,2,3088,2,0,1,1,1,1,1,1,-2
"3089",1893,3.5,3,0,0,-2,1,-5,102366.369669699,4,6.12376835836638,5,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3089,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,102366.369669699,4,6.12376835836638,5,3089,1,1,2,1,2,2,1,3,0,2,1,2,102366.369669699,4,6.12376835836638,5,-2,1,-5,1,1,0,-7,0,1,3089,1,2,1,2,1,1,1,2,2,2,1,2,3089,3,0,0,1,1,1,1,-2,1
"3090",1897,2.25,2,0,1,-2,-2,-5,5513.96903394213,4,0.119050990187846,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3090,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,5513.96903394213,4,0.119050990187846,1,3090,1,1,2,1,1,2,1,2,0,1,1,2,5513.96903394213,4,0.119050990187846,1,-2,-2,-5,1,1,0,-7,1,1,3090,1,2,1,2,1,1,1,2,2,1,1,2,3090,2,0,1,1,1,1,1,-2,-2
"3091",1900,1,1,1,0,-2,-2,-5,69468.6919435439,4,5.98602758610751,5,2,1,0,-7,1,2,1,1,2,1,0,1,1,1,3091,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,69468.6919435439,4,5.98602758610751,5,3091,1,0,1,1,2,1,1,1,1,2,1,2,69468.6919435439,4,5.98602758610751,5,-2,-2,-5,1,1,0,-7,0,2,3091,1,1,1,1,1,0,1,1,1,2,1,2,3091,1,1,0,0,2,1,1,-2,-2
"3092",1903,3,2,0,1,2,2,-5,7046.24576593699,4,0.154083414313935,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3092,2,0,1,1,1,2,2,2,-5,1,1,0,-7,7046.24576593699,4,0.154083414313935,1,3092,1,1,2,1,2,2,1,2,0,2,1,2,7046.24576593699,4,0.154083414313935,1,2,2,-5,1,1,0,-7,1,1,3092,1,2,1,2,1,1,1,2,2,2,1,2,3092,2,0,1,1,1,1,1,2,2
"3093",1906,1.75,2,0,1,-2,1,-5,8421.72470236217,2,0.0410714332325589,1,1,0,0,5,1,1,2,1,2,1,1,1,2,1,3093,2,0,1,1,1,2,-2,1,-5,1,0,0,5,8421.72470236217,2,0.0410714332325589,1,3093,1,1,2,1,1,2,1,2,0,1,1,2,8421.72470236217,2,0.0410714332325589,1,-2,1,-5,1,0,0,5,1,1,3093,1,2,1,2,1,1,1,2,2,1,1,2,3093,2,0,1,1,1,1,1,-2,1
"3094",1907,3.25,1,1,0,2,2,-5,48225.2041881388,2,2.63041973335418,4,2,1,0,-7,1,2,1,1,2,1,0,1,1,1,3094,1,1,0,2,1,2,2,2,-5,1,1,0,-7,48225.2041881388,2,2.63041973335418,4,3094,1,0,1,1,2,1,1,1,1,2,1,2,48225.2041881388,2,2.63041973335418,4,2,2,-5,1,1,0,-7,0,2,3094,1,1,1,1,1,0,1,1,1,2,1,2,3094,1,1,0,0,2,1,1,2,2
"3095",1909,3.5,2,0,1,2,1,-5,17751.810837452,2,0.73468323354754,2,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3095,2,0,1,1,1,2,2,1,-5,1,1,0,-7,17751.810837452,2,0.73468323354754,2,3095,1,1,2,1,1,2,1,2,0,1,1,2,17751.810837452,2,0.73468323354754,2,2,1,-5,1,1,0,-7,1,1,3095,1,2,1,2,1,1,1,2,2,1,1,2,3095,2,0,1,1,1,1,1,2,1
"3096",1911,3.25,3,0,0,-2,-2,-5,24959.7195868711,6,1.071669420854,2,2,1,0,-7,0,1,2,0,2,1,0,0,2,0,3096,3,0,0,2,1,2,-2,-2,-5,0,1,0,-7,24959.7195868711,6,1.071669420854,2,3096,0,0,2,0,1,2,0,3,0,1,1,2,24959.7195868711,6,1.071669420854,2,-2,-2,-5,0,1,0,-7,0,2,3096,0,2,0,2,0,0,0,2,2,1,1,2,3096,3,0,0,0,2,0,0,-2,-2
"3097",1912,3.5,2,0,1,-2,-2,-5,31820.5332548152,4,1.74346541762572,3,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,3097,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,31820.5332548152,4,1.74346541762572,3,3097,1,0,2,1,2,2,1,2,0,2,1,2,31820.5332548152,4,1.74346541762572,3,-2,-2,-5,1,1,0,-7,1,2,3097,1,2,1,2,1,0,1,2,2,2,1,2,3097,2,0,1,0,2,1,1,-2,-2
"3100",1920,1.75,2,0,1,1,1,-5,54019.1574500253,3,1.97523575388065,4,2,0,0,6,1,1,2,1,2,1,1,1,2,1,3100,2,0,1,2,1,2,1,1,-5,1,0,0,6,54019.1574500253,3,1.97523575388065,4,3100,1,1,2,1,1,2,1,2,0,1,1,2,54019.1574500253,3,1.97523575388065,4,1,1,-5,1,0,0,6,1,2,3100,1,2,1,2,1,1,1,2,2,1,1,2,3100,2,0,1,1,2,1,1,1,1
"3103",1927,4,1,1,0,2,2,-5,33992.168589611,4,3.58905256742542,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,3103,1,1,0,2,1,2,2,2,-5,1,1,0,-7,33992.168589611,4,3.58905256742542,5,3103,1,1,1,1,1,1,1,1,1,1,1,2,33992.168589611,4,3.58905256742542,5,2,2,-5,1,1,0,-7,0,2,3103,1,1,1,1,1,1,1,1,1,1,1,2,3103,1,1,0,1,2,1,1,2,2
"3105",1932,2.25,3,0,0,1,2,-5,22322.4151862233,4,0.302522289241753,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3105,3,0,0,1,1,2,1,2,-5,1,1,0,-7,22322.4151862233,4,0.302522289241753,3,3105,1,1,2,1,1,2,1,3,0,1,1,2,22322.4151862233,4,0.302522289241753,3,1,2,-5,1,1,0,-7,0,1,3105,1,2,1,2,1,1,1,2,2,1,1,2,3105,3,0,0,1,1,1,1,1,2
"3106",1933,2.25,1,1,0,-2,-2,-5,44121.1997932333,4,2.24178101375344,3,1,1,0,-7,1,2,1,1,2,1,0,1,1,1,3106,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,44121.1997932333,4,2.24178101375344,3,3106,1,0,1,1,2,1,1,1,1,2,1,2,44121.1997932333,4,2.24178101375344,3,-2,-2,-5,1,1,0,-7,0,1,3106,1,1,1,1,1,0,1,1,1,2,1,2,3106,1,1,0,0,1,1,1,-2,-2
"3110",1941,4,1,1,0,1,1,-5,46929.655868068,2,2.37520678310147,4,1,1,0,-7,1,1,1,1,2,1,1,1,1,1,3110,1,1,0,1,1,2,1,1,-5,1,1,0,-7,46929.655868068,2,2.37520678310147,4,3110,1,1,1,1,1,1,1,1,1,1,1,2,46929.655868068,2,2.37520678310147,4,1,1,-5,1,1,0,-7,0,1,3110,1,1,1,1,1,1,1,1,1,1,1,2,3110,1,1,0,1,1,1,1,1,1
"3111",1942,2.25,6,0,0,1,1,-5,2823.97614064924,4,0.210827707265557,1,2,1,0,-7,1,2,2,0,2,1,1,1,2,0,3111,6,0,0,2,1,2,1,1,-5,0,1,0,-7,2823.97614064924,4,0.210827707265557,1,3111,1,1,2,0,2,2,1,6,0,2,1,2,2823.97614064924,4,0.210827707265557,1,1,1,-5,0,1,0,-7,0,2,3111,1,2,1,2,0,1,1,2,2,2,1,2,3111,6,0,0,1,2,1,0,1,1
"3113",1953,2.75,4,0,0,1,1,-5,2724.22656911879,4,0,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3113,4,0,0,1,1,2,1,1,-5,1,1,0,-7,2724.22656911879,4,0,1,3113,1,1,2,1,2,2,1,4,0,2,1,2,2724.22656911879,4,0,1,1,1,-5,1,1,0,-7,0,1,3113,1,2,1,2,1,1,1,2,2,2,1,2,3113,4,0,0,1,1,1,1,1,1
"3114",1954,2.25,3,0,0,1,1,-5,16429.8987500779,4,1.43325990556506,1,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,3114,3,0,0,1,1,2,1,1,-5,0,1,0,-7,16429.8987500779,4,1.43325990556506,1,3114,1,0,2,0,1,2,1,3,0,1,1,2,16429.8987500779,4,1.43325990556506,1,1,1,-5,0,1,0,-7,0,1,3114,1,2,1,2,0,0,1,2,2,1,1,2,3114,3,0,0,0,1,1,0,1,1
"3117",1958,3.25,3,0,0,2,2,-5,18497.7578976094,6,1.2232821008605,3,2,0,0,7,1,2,2,1,2,1,1,1,2,1,3117,3,0,0,2,1,2,2,2,-5,1,0,0,7,18497.7578976094,6,1.2232821008605,3,3117,1,1,2,1,2,2,1,3,0,2,1,2,18497.7578976094,6,1.2232821008605,3,2,2,-5,1,0,0,7,0,2,3117,1,2,1,2,1,1,1,2,2,2,1,2,3117,3,0,0,1,2,1,1,2,2
"3119",1965,1.75,1,1,0,-2,-2,-5,52197.3772266203,4,0.898428191317932,3,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,3119,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,52197.3772266203,4,0.898428191317932,3,3119,1,1,1,1,1,1,1,1,1,1,1,2,52197.3772266203,4,0.898428191317932,3,-2,-2,-5,1,1,0,-7,0,2,3119,1,1,1,1,1,1,1,1,1,1,1,2,3119,1,1,0,1,2,1,1,-2,-2
"3122",1970,2.5,1,1,0,-2,-2,-5,43985.2933907005,2,4.10319922045133,5,2,1,0,-7,1,1,1,1,2,1,0,1,1,1,3122,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,43985.2933907005,2,4.10319922045133,5,3122,1,0,1,1,1,1,1,1,1,1,1,2,43985.2933907005,2,4.10319922045133,5,-2,-2,-5,1,1,0,-7,0,2,3122,1,1,1,1,1,0,1,1,1,1,1,2,3122,1,1,0,0,2,1,1,-2,-2
"3124",1978,4,2,0,1,-2,1,-5,16542.9773527348,2,1.69322037465318,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3124,2,0,1,1,1,2,-2,1,-5,1,1,0,-7,16542.9773527348,2,1.69322037465318,3,3124,1,1,2,1,1,2,1,2,0,1,1,2,16542.9773527348,2,1.69322037465318,3,-2,1,-5,1,1,0,-7,1,1,3124,1,2,1,2,1,1,1,2,2,1,1,2,3124,2,0,1,1,1,1,1,-2,1
"3126",1981,3,2,0,1,-2,1,-5,5102.96564949651,4,0.390092680022928,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3126,2,0,1,1,1,2,-2,1,-5,1,1,0,-7,5102.96564949651,4,0.390092680022928,1,3126,1,1,2,1,2,2,1,2,0,2,1,2,5102.96564949651,4,0.390092680022928,1,-2,1,-5,1,1,0,-7,1,1,3126,1,2,1,2,1,1,1,2,2,2,1,2,3126,2,0,1,1,1,1,1,-2,1
"3127",1992,2.75,2,0,1,-2,-2,-5,108925.815436279,4,6.54932663171911,5,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3127,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,108925.815436279,4,6.54932663171911,5,3127,1,1,2,1,2,2,1,2,0,2,1,2,108925.815436279,4,6.54932663171911,5,-2,-2,-5,1,1,0,-7,1,2,3127,1,2,1,2,1,1,1,2,2,2,1,2,3127,2,0,1,1,2,1,1,-2,-2
"3132",2006,3.25,3,0,0,1,1,-5,34868.7399573363,4,1.92844733042011,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3132,3,0,0,2,1,2,1,1,-5,1,1,0,-7,34868.7399573363,4,1.92844733042011,3,3132,1,1,2,1,1,2,1,3,0,1,1,2,34868.7399573363,4,1.92844733042011,3,1,1,-5,1,1,0,-7,0,2,3132,1,2,1,2,1,1,1,2,2,1,1,2,3132,3,0,0,1,2,1,1,1,1
"3135",2012,3.25,5,0,0,2,2,-5,26923.2888950558,4,2.8068610546123,3,1,1,0,-7,1,2,2,0,2,2,1,1,2,0,3135,5,0,0,1,2,2,2,2,-5,0,1,0,-7,26923.2888950558,4,2.8068610546123,3,3135,1,1,2,0,2,2,1,5,0,2,2,2,26923.2888950558,4,2.8068610546123,3,2,2,-5,0,1,0,-7,0,1,3135,1,2,1,2,0,1,1,2,2,2,2,2,3135,5,0,0,1,1,1,0,2,2
"3136",2014,3.5,2,0,1,2,1,-5,15678.9378247941,4,0.74957666267583,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3136,2,0,1,2,1,2,2,1,-5,1,1,0,-7,15678.9378247941,4,0.74957666267583,1,3136,1,1,2,1,2,2,1,2,0,2,1,2,15678.9378247941,4,0.74957666267583,1,2,1,-5,1,1,0,-7,1,2,3136,1,2,1,2,1,1,1,2,2,2,1,2,3136,2,0,1,1,2,1,1,2,1
"3137",2015,2,2,0,1,-2,-2,-5,12326.3123870968,4,1.40511760747946,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3137,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,12326.3123870968,4,1.40511760747946,2,3137,1,1,2,1,2,2,1,2,0,2,1,2,12326.3123870968,4,1.40511760747946,2,-2,-2,-5,1,1,0,-7,1,2,3137,1,2,1,2,1,1,1,2,2,2,1,2,3137,2,0,1,1,2,1,1,-2,-2
"3138",2020,4,3,0,0,1,1,-5,7551.25376741662,6,1.46716215589867,3,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3138,3,0,0,1,1,2,1,1,-5,1,1,0,-7,7551.25376741662,6,1.46716215589867,3,3138,1,1,2,1,2,2,1,3,0,2,1,2,7551.25376741662,6,1.46716215589867,3,1,1,-5,1,1,0,-7,0,1,3138,1,2,1,2,1,1,1,2,2,2,1,2,3138,3,0,0,1,1,1,1,1,1
"3140",2024,2.25,2,0,1,2,2,-5,10116.0208439495,4,0.942619257678891,2,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3140,2,0,1,1,1,2,2,2,-5,1,1,0,-7,10116.0208439495,4,0.942619257678891,2,3140,1,1,2,1,2,2,1,2,0,2,1,2,10116.0208439495,4,0.942619257678891,2,2,2,-5,1,1,0,-7,1,1,3140,1,2,1,2,1,1,1,2,2,2,1,2,3140,2,0,1,1,1,1,1,2,2
"3142",2027,2.5,2,0,1,-2,-2,-5,29859.8340817205,4,1.25790323007118,4,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3142,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,29859.8340817205,4,1.25790323007118,4,3142,1,1,2,1,1,2,1,2,0,1,1,2,29859.8340817205,4,1.25790323007118,4,-2,-2,-5,1,1,0,-7,1,2,3142,1,2,1,2,1,1,1,2,2,1,1,2,3142,2,0,1,1,2,1,1,-2,-2
"3144",2030,2.75,2,0,1,-2,1,-5,14312.8439114509,4,1.81969797308395,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3144,2,0,1,2,1,2,-2,1,-5,1,1,0,-7,14312.8439114509,4,1.81969797308395,3,3144,1,1,2,1,2,2,1,2,0,2,1,2,14312.8439114509,4,1.81969797308395,3,-2,1,-5,1,1,0,-7,1,2,3144,1,2,1,2,1,1,1,2,2,2,1,2,3144,2,0,1,1,2,1,1,-2,1
"3145",2032,3.25,2,0,1,2,2,-5,50454.6372796266,3,2.54297717283841,4,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,3145,2,0,1,1,1,2,2,2,-5,0,1,0,-7,50454.6372796266,3,2.54297717283841,4,3145,1,1,2,0,2,2,1,2,0,2,1,2,50454.6372796266,3,2.54297717283841,4,2,2,-5,0,1,0,-7,1,1,3145,1,2,1,2,0,1,1,2,2,2,1,2,3145,2,0,1,1,1,1,0,2,2
